iteration,loss,suboptimality,grad_norm,optimizer,problem
0,0.0,0.5,1.4142135623730951,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
1,-0.0198,0.4802,1.3859292911256331,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
2,-0.05594112,0.44405888,1.3327548611804048,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
3,-0.10420627852799999,0.395793721472,1.258242777006091,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
4,-0.1601010622789632,0.3398989377210368,1.166017045709087,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
5,-0.21926239680895376,0.28073760319104624,1.0596935466276016,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
6,-0.27777802057948925,0.22222197942051075,0.9428085265217128,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
7,-0.3324097194778136,0.16759028052218639,0.8187558378959785,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
8,-0.3807218765929336,0.1192781234070664,0.6907333013748979,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
9,-0.42112374020575505,0.07887625979424495,0.5616983524784276,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
10,-0.4528387261705853,0.04716127382941471,0.43433293142203566,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
11,-0.4758170451818016,0.024182954818198377,0.3110173938428422,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
12,-0.49060912423552255,0.009390875764477447,0.1938130621447113,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
13,-0.49821692682017304,0.001783073179826955,0.08445290237349923,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
14,-0.4999386887551427,6.131124485730943e-05,0.015660299468061568,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
15,-0.4972201284106863,0.0027798715893136983,0.10544897513610497,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
16,-0.49152221244612504,0.00847778755387496,0.18414980373462217,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
17,-0.4842123849139701,0.015787615086029883,0.251297553398595,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
18,-0.4764830756074885,0.023516924392511518,0.3067045770281986,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
19,-0.46929851111796617,0.030701488882033834,0.35043680675427813,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
20,-0.46336851334912355,0.036631486650876455,0.382787077372664,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
21,-0.459146175764537,0.04085382423546302,0.40424657938175795,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
22,-0.4568450896288557,0.04315491037114427,0.41547519960230755,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
23,-0.45647113345908186,0.04352886654091814,0.417271453808756,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
24,-0.457863682410521,0.042136317589479,0.41054265351838426,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
25,-0.4607413566955676,0.039258643304432406,0.3962758801866821,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
26,-0.46474800992242515,0.035251990077574846,0.3755102665844164,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
27,-0.46949545474598353,0.03050454525401647,0.349311009010689,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
28,-0.47460033340821484,0.025399666591785164,0.3187454570141205,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
29,-0.47971347417951193,0.020286525820488066,0.2848615510769264,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
30,-0.4845409563907871,0.015459043609212908,0.24866880471191327,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
31,-0.4888568798298225,0.01114312017017749,0.21112195688916338,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
32,-0.4925084609362482,0.007491539063751773,0.17310735471090505,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
33,-0.49541453889802,0.004585461101979993,0.1354320656562545,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
34,-0.49755886612747746,0.0024411338725225384,0.09881566419394398,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
35,-0.49897968980310203,0.0010203101968979666,0.06388458959398552,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
36,-0.4997571244403446,0.00024287555965540886,0.03116893066214336,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
37,-0.49999969669701216,3.0330298783631804e-07,0.0011014590102425665,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
38,-0.4998312430819908,0.00016875691800921633,0.025981294656673145,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
39,-0.4993790896114597,0.0006209103885402856,0.04983614706376377,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
40,-0.49876416846687455,0.0012358315331254532,0.07030879128887017,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
41,-0.49809345531071897,0.0019065446892810312,0.08732799526568849,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
42,-0.4974548621290914,0.002545137870908598,0.10089871893951126,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
43,-0.4969145088017276,0.0030854911982723943,0.11109439586716147,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
44,-0.4965161309951948,0.0034838690048051846,0.11804861718470343,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
45,-0.4962822661973048,0.003717733802695189,0.12194644402679716,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
46,-0.49621679304227206,0.003783206957727936,0.12301555930414562,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
47,-0.4963083772228967,0.003691622777103276,0.12151745186767617,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
48,-0.496534393382329,0.00346560661767098,0.11773880613750014,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
49,-0.49686493799382464,0.00313506200617536,0.11198324885759182,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
50,-0.49726661431265656,0.002733385687343437,0.10456358232852242,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
51,-0.49770584813514185,0.0022941518648581516,0.09579461080578949,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
52,-0.4981515742539796,0.001848425746020399,0.08598664421921408,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
53,-0.4985772113541146,0.0014227886458854089,0.0754397414069119,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
54,-0.4989619123885824,0.001038087611417604,0.0644387340477017,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
55,-0.4992911345954811,0.0007088654045189213,0.053249052743458584,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
56,-0.4995566162586516,0.000443383741348391,0.04211335851477057,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
57,-0.4997558755225665,0.00024412447743349386,0.03124896653865586,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
58,-0.4998913607121423,0.0001086392878577036,0.020846034429379604,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
59,-0.4999693832836404,3.06167163596216e-05,0.011066474842443318,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
60,-0.4999989559843124,1.0440156876234674e-06,0.0020435417173518514,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
61,-0.49999064261404413,9.357385955865993e-06,0.0061179689295774555,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
62,-0.49995550463564664,4.4495364353358546e-05,0.01334096913322227,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
63,-0.499904206312517,9.579368748302564e-05,0.019574849933838328,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
64,-0.49984631630440013,0.00015368369559987105,0.024793845655716025,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
65,-0.4997898215529729,0.00021017844702708732,0.028995064892291422,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
66,-0.4997408501958962,0.0002591498041037976,0.03219626090736356,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
67,-0.49970358503274004,0.0002964149672599614,0.03443341210278124,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
68,-0.4996803381419054,0.000319661858094622,0.03575817993660161,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
69,-0.49967175062461866,0.0003282493753813398,0.036235307388307915,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
70,-0.49967707881343093,0.00032292118656906954,0.03594001594707736,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
71,-0.49969452907060563,0.00030547092939436915,0.03495545333102824,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
72,-0.4997216068054581,0.000278393194541926,0.033370237909963504,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
73,-0.49975545077804706,0.0002445492219529388,0.031276139272805994,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
74,-0.4997931303506895,0.00020686964931049268,0.028765927713908124,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
75,-0.49983189038031717,0.00016810961968283245,0.025931418756621756,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
76,-0.49986933529883293,0.0001306647011670714,0.022861732319931778,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
77,-0.49990355012078136,9.644987921864079e-05,0.019641779880511995,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
78,-0.49993316130531673,6.683869468326886e-05,0.016350987087424135,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
79,-0.49995734438120776,4.265561879224222e-05,0.013062253831896409,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
80,-0.4999757879474497,2.4212052550320884e-05,0.00984114882528367,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
81,-0.49998862512626885,1.1374873731151425e-05,0.006745331342826557,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
82,-0.49999634389465797,3.656105342031424e-06,0.003824188981758562,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
83,-0.4999996871403992,3.1285960078175634e-07,0.001118677077162176,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
84,-0.4999995519992396,4.4800076037798675e-07,0.0013386571785178902,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
85,-0.49999689626360144,3.103736398557544e-06,0.0035234848650595855,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
86,-0.49999265763406553,7.342365934470685e-06,0.005419360085645832,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
87,-0.49998768951347944,1.2310486520561437e-05,0.007017260582460621,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
88,-0.49998271508641173,1.7284913588266893e-05,0.008315025817944594,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
89,-0.4999782997099976,2.170029000242435e-05,0.009316714013521278,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
90,-0.49997484025006533,2.5159749934666742e-05,0.010031899109269857,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
91,-0.4999725689723505,2.7431027649515993e-05,0.010474927713258246,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
92,-0.49997156895005346,2.843104994654233e-05,0.010664154902582658,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
93,-0.49997179765363425,2.820234636574659e-05,0.01062117627492294,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
94,-0.4999731154017589,2.6884598241072588e-05,0.010370071984530714,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
95,-0.49997531561412195,2.4684385878048776e-05,0.009936676683487201,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
96,-0.49997815425038794,2.184574961205943e-05,0.009347887378878239,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
97,-0.4999813763766457,1.8623623354308005e-05,0.008631019257152612,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
98,-0.4999847384078304,1.5261592169579785e-05,0.00781321756245645,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
99,-0.4999880251761495,1.1974823850513516e-05,0.006920931685980859,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
100,-0.4999910615271933,8.938472806696574e-06,0.005979455763433185,heavy_ball_lr0.01_m0.9,quadratic_dim2_A2.0_b1.0
